sender_id,receiver_id,amount,is_cross_border,ml_flag
E2278,E0631,2571.638017245127,False,0
E3099,E0269,470.70746251048917,False,0
E0200,E0860,133.42428145597637,False,0
E4875,E0290,1229.6798493817569,False,0
E3104,E1457,6592.94372585559,False,0
E4598,E0629,1252.2680799616332,False,0
E2454,E0474,12094.148810998002,False,0
E3645,E4632,5272.644624764029,False,0
E0804,E4080,9905.756747762322,False,0
E2731,E4780,2437.2932261324727,False,0
E2773,E1760,20537.107222722003,False,0
E1570,E3082,5689.340222299936,False,0
E2690,E4708,2207.74077339806,True,0
E3840,E3974,1194.7080100610644,False,0
E1028,E3398,10069.442600695764,True,0
E0502,E2323,1914.3486552303975,False,0
E4493,E3561,226.89222693581954,False,0
E0870,E2392,1633.2145052290934,True,0
E4488,E3844,988.9105071199879,False,0
E0206,E2415,1926.3364414364635,True,0
E1484,E3804,4750.093126218729,False,0
E0863,E4826,3470.0566435296314,True,0
E2790,E1624,6204.055083381147,True,0
E0563,E1508,2031.067980552856,False,0
E4191,E4110,638.0784520999977,True,0
E1757,E4853,873.3610644327706,False,0
E1678,E0003,7979.716004219879,False,0
E3242,E3447,515.6520081726527,False,0
E4636,E2580,8000.563084533507,True,0
E1059,E3791,1195.2808817631612,True,0
E1722,E1160,5672.305506578888,True,1
E3314,E0833,4878.827659666204,False,0
E3157,E1998,517.1476658057993,True,0
E2625,E1202,5481.028465476065,False,0
E2729,E2175,2966.5770299928918,False,0
E1597,E1381,6140.677531521345,True,0
E3060,E4173,9023.429338795802,True,1
E2693,E2788,201.5032001901437,False,0
E4891,E2821,5220.092588519841,False,0
E3627,E4177,554.4222091080921,False,0
E1363,E0341,2381.1192691428782,True,0
E1981,E1361,100.0,False,0
E1663,E4191,1992.277251668548,False,0
E1529,E4616,927.7629505617274,True,0
E2038,E0995,4062.6307622521763,False,0
E3302,E0356,3589.9817599091793,False,0
E2237,E0185,7881.815335938262,False,0
E1306,E1693,5107.7189539935825,False,0
E4029,E2590,6269.7713489265625,True,0
E2675,E1342,485.19879986243666,False,0
E1282,E1691,140.78778172466377,False,0
E0709,E1082,17456.95739707341,True,0
E4744,E2057,2784.6306160922986,False,0
E4413,E2904,2512.4222801477367,True,0
E3748,E3195,178.20019290469685,False,0
E4779,E4451,632.9820830018592,True,0
E0663,E3417,14106.704350777009,False,0
E1998,E2380,5934.678254585494,False,0
E3445,E0016,2631.490619410859,False,0
E3743,E0323,11742.314479273404,True,1
E1495,E2070,4456.683984862084,False,0
E3304,E0930,6861.327114052586,False,0
E3763,E4554,2824.6455792560764,True,0
E1853,E4652,2824.0166796728413,False,0
E4659,E1444,353.99303879372195,True,0
E1291,E4036,6620.792417030047,False,0
E3581,E0402,521.9016668585485,True,0
E3457,E3402,7225.285586259559,False,0
E1636,E4552,1058.9048029908201,False,0
E3696,E1506,1420.8894409418283,False,0
E2999,E1521,12498.462454157409,False,0
E3152,E3098,3189.20256526929,True,0
E0698,E2444,669.0430192474611,False,0
E2160,E2187,11773.685860136211,True,0
E4097,E2568,3011.0237111597216,False,0
E4737,E2793,699.4798964999258,False,0
E0854,E0091,2478.231831872479,True,0
E3474,E4947,4449.817439337078,False,0
E1707,E4940,2249.766176669391,False,0
E2777,E4762,12906.64007228299,False,0
E1733,E1753,1571.3886020330212,True,0
E4931,E4892,966.8644859042316,True,0
E3510,E0087,1248.4077712552203,False,0
E0202,E1641,437.32983749845954,False,0
E3255,E2962,3010.1026444931995,False,0
E4218,E2142,10532.375507714612,False,0
E4496,E0550,1821.6609690891853,False,0
E0766,E2446,1494.3057540599045,True,0
E4389,E1951,9081.838852473229,True,0
E2327,E2290,1826.3795278953876,False,0
E2931,E3837,3239.836480979572,True,0
E0197,E0623,158.68205694659238,True,0
E1930,E3757,1691.8724636955424,False,0
E3582,E4796,699.5295915399714,True,0
E0608,E3292,559.386921815402,False,0
E3272,E3832,2823.04340257079,False,0
E1147,E2611,1624.0294980965525,False,0
E4282,E0161,910.2885426243822,False,0
E3397,E1992,3581.928274879833,False,0
E2511,E2082,7663.402583877921,True,1
E1794,E3013,6637.470422959469,False,0
E0659,E0036,1443.4991668579235,False,0
E2811,E0845,1526.750496652467,False,0
E1369,E2876,6582.010004298749,False,0
E1986,E3346,4072.8300119458295,True,0
E0146,E4054,6782.056593691841,False,0
E3219,E4200,100.0,False,0
E2911,E0335,455.85345584876603,True,0
E1734,E3097,8096.685354774715,True,0
E1843,E2343,9523.032722708638,False,0
E0488,E1560,2103.70733569503,False,0
E2976,E4981,15890.452229965194,False,1
E1959,E4164,1794.5975384518795,False,0
E2385,E4246,11049.265723755934,False,0
E2919,E0661,2738.391118093813,True,0
E4736,E4852,4125.498055362425,False,0
E1802,E3739,5153.912236835477,False,0
E4061,E3183,714.2059889116391,True,0
E3369,E1485,189.08778038605615,False,0
E0262,E2409,2782.605422469942,False,0
E0623,E4298,873.8895494430857,False,0
E1016,E2534,3980.7060093047708,True,0
E3643,E0003,3022.4037407953642,False,0
E4976,E3097,651.0993967187609,False,0
E2049,E2848,5479.854604941019,False,0
E3723,E0026,103.53860632536339,False,0
E4548,E0964,675.5678275466323,True,0
E3108,E3096,6022.601785105673,False,0
E4090,E0071,3752.350131446955,False,0
E2056,E2947,1655.9617735538386,False,0
E3170,E2315,993.7557156342622,False,0
E1682,E3897,5140.075746694099,False,0
E2255,E4490,1150.8198405955086,False,0
E1154,E4964,20870.537462817523,False,0
E4499,E2411,10174.682569643765,False,0
E3191,E0116,708.7277535811269,True,0
E1696,E2211,9800.38990545,False,0
E3991,E2924,2115.9268053238034,False,0
E4723,E2837,3366.544536277226,False,0
E4682,E0576,770.5617911965059,False,0
E1648,E0771,631.0611660130552,False,0
E1445,E0199,10030.693921864919,False,0
E4199,E1755,4969.940474098252,False,0
E3923,E0179,3085.201131527488,False,0
E0253,E2405,184.1698715512016,False,0
E3183,E3323,12752.796139825363,True,0
E2557,E4748,2358.731551223949,False,0
E0098,E4773,2694.832539601941,True,0
E2200,E2301,1711.1103823061576,False,0
E2961,E2988,11095.358378838202,False,0
E4973,E1602,2112.4315165687935,False,0
E4433,E1119,957.3118825728615,False,0
E3777,E2214,3471.3109590144777,True,0
E2869,E1911,7604.678345789102,True,0
E3234,E2901,2320.8114265723325,False,0
E3791,E1085,5278.427012357124,True,0
E0956,E0173,1813.6397258438158,False,1
E4067,E3532,6360.585714771318,False,0
E0160,E4719,5524.015162954778,False,0
E4493,E1238,5708.979119387632,True,0
E1300,E3310,5190.987516244607,False,0
E4911,E4834,849.8645794939462,True,0
E3987,E3813,10945.879584762384,False,0
E1527,E3816,4406.461100887551,False,0
E1218,E4770,2409.466642265628,False,0
E4496,E1973,945.7357815608985,False,0
E4735,E3782,7652.696987564857,True,1
E3104,E2244,3557.047566540756,False,0
E2735,E1657,796.6968955996535,False,0
E4555,E0412,12718.24477428274,False,0
E0954,E3410,560.7085626892297,False,0
E4565,E4092,3714.0111452807027,False,0
E3446,E1382,4715.502065743544,True,0
E1045,E1123,34462.33938117897,True,0
E1693,E4329,759.4411790392818,False,0
E3436,E4012,4753.8958639192515,False,0
E0562,E2243,3238.152742578641,False,0
E2485,E2589,1486.0673234932249,False,0
E3354,E1778,14254.712339214348,False,0
E0225,E1129,7823.366893210395,False,0
E4893,E0644,7504.213354005344,False,0
E0959,E3522,11472.39246831152,False,0
E4548,E1557,6455.722108529958,True,0
E3067,E4501,3533.5888389623706,False,0
E0815,E2773,2484.0918008499966,False,0
E4754,E2785,6089.235155212861,True,0
E4642,E1706,4616.725310681195,False,0
E3120,E2601,3914.0081644835755,False,0
E0016,E3643,4446.505629232107,False,0
E1243,E0374,5326.094423369675,True,1
E2205,E1612,17321.355711156506,True,0
E2524,E0454,6995.0353634023395,True,0
E1069,E4297,970.5499711604225,False,0
E3444,E1475,3144.0006812550623,True,0
E2565,E0853,5669.772808063707,False,0
E1060,E0723,965.8242719462846,True,0
E2327,E1391,13493.462987634972,False,0
E3420,E2387,400.7672476647247,True,0
E0301,E0261,4720.6638604725995,False,0
E4276,E0542,18635.055946872737,False,0
E0606,E0550,6507.345569757677,True,0
E3170,E3797,5654.512883293977,False,0
E0699,E0637,29800.61279704355,False,0
E1139,E0164,7846.21884814509,False,0
E0190,E2805,17581.93555511135,False,0
E2300,E0620,6001.435130653696,False,0
E0980,E1223,5474.975805854539,True,0
E2975,E3342,7189.359065173845,False,0
E1184,E0050,1045.9197282197927,False,0
E3327,E0488,8193.947225261647,True,1
E3394,E0664,17556.232508090616,False,1
E0127,E1246,4729.154833927785,True,0
E2065,E2710,100.0,False,0
E1816,E4361,374.1155566503296,True,0
E0569,E4168,1337.4840125197572,True,0
E1895,E3952,3377.4957677077336,False,0
E2733,E2591,2670.0944611554355,False,0
E3863,E0880,19366.897038842355,True,0
E4721,E0434,14555.821114415061,False,0
E4014,E1984,2493.847044696866,True,0
E2901,E4452,7907.0829934580515,False,0
E1686,E4113,5058.000603484832,False,0
E3009,E3870,1392.8563719303515,True,0
E0154,E2622,13381.105029824354,True,0
E2537,E1792,1502.2668610013359,False,0
E1409,E2798,10214.32913179934,False,0
E4057,E3512,5075.59550338014,False,0
E0784,E1493,4852.772551266735,False,0
E3175,E2679,9113.464856152106,False,0
E4341,E1625,3409.159257561356,False,0
E2806,E2419,9599.349036458254,False,0
E0537,E3017,3995.0775855936154,False,0
E1841,E1847,20882.50251168339,False,0
E2455,E3246,5393.019796075428,False,0
E0524,E1538,2342.5083880534094,False,0
E2950,E1316,7206.160438348965,True,0
E4131,E1719,3565.701589611567,False,0
E4780,E1950,8200.129930428637,True,0
E4115,E0223,8962.678858172549,False,0
E2368,E2026,4797.46830461071,False,0
E3847,E1547,10285.990900961086,False,0
E4495,E3778,2582.768523452757,False,0
E2701,E3723,295.4443812054262,False,0
E0971,E1523,5433.144517349059,True,0
E1166,E2703,7229.19871001241,True,0
E4929,E1972,377.93809855894955,True,0
E2774,E4528,7368.196064098543,False,0
E1982,E4604,5096.626641567958,False,0
E0853,E4603,618.8176737557178,True,0
E4146,E0616,3881.9932683787056,False,0
E3736,E4515,575.6072414098069,False,0
E3769,E4169,1940.22916522866,False,0
E0574,E2621,8147.818578863494,False,0
E3261,E4241,531.1880103347884,False,0
E1148,E2093,3075.265492083074,True,0
E1715,E1764,4653.381068723451,False,0
E4777,E3176,14109.856933344694,False,0
E4933,E1132,6683.0558946283845,False,0
E3854,E4216,749.73946603562,True,0
E2491,E3570,17347.680859719203,False,0
E2660,E1066,3250.0327362330136,True,0
E3124,E2146,2307.934853046854,False,0
E3051,E0705,688.9089603701954,True,0
E0004,E2358,13551.432870685016,True,0
E4869,E3534,4411.934286358254,False,0
E0876,E3812,22109.048181406866,False,0
E0991,E2470,954.9907002822027,False,0
E4142,E4067,3946.479923252801,False,0
E4364,E3460,582.0297832932846,True,0
E4465,E3768,3714.5853041582227,False,0
E0635,E1934,11026.92095830326,True,0
E1693,E2319,578.8550980192855,False,0
E1682,E2872,1571.1488741431294,False,0
E4752,E0209,5734.842852143499,True,0
E0119,E4834,396.769503544444,False,1
E0830,E2807,3025.543463829346,True,0
E3675,E4254,2025.2881634201033,False,0
E1369,E3962,9105.370693670815,False,0
E0740,E4836,251.60564134577106,False,0
E0116,E1953,9953.325766802502,False,0
E2838,E2390,6080.76737864053,True,0
E1150,E3525,1763.3472244954532,False,0
E1931,E4794,1101.7905119917025,False,0
E1012,E3214,14996.326326668232,False,0
E1664,E2444,4036.1501639531816,False,0
E1081,E2583,2113.902974817336,False,0
E4729,E0140,227.43777294102674,False,0
E0512,E4335,906.3160880953311,False,0
E2849,E0291,4558.568799326776,True,0
E0559,E2864,3598.581130507442,False,0
E3672,E4177,7086.038803197677,False,0
E4583,E2607,9004.129417326794,False,0
E4992,E3936,2530.640062962169,False,0
E3343,E2917,531.9714481259716,True,0
E4070,E2218,7839.7949104322515,True,0
E4799,E1797,4034.2688099954944,False,0
E1470,E0976,19508.355963760918,False,0
E0580,E0579,7956.760167301378,True,0
E2294,E2573,1995.4726292184266,False,0
E3147,E2589,2797.367677217313,True,0
E4249,E3283,1343.1631760655707,False,1
E1679,E1799,3587.183966445628,True,0
E3506,E1461,6201.886739824298,False,0
E2744,E4417,4740.0521177277715,True,0
E3356,E4068,2093.3859938123387,False,0
E4045,E2947,8666.506887240213,False,0
E1243,E0713,554.9860640323283,True,0
E3118,E2423,768.989419491255,True,0
E2141,E1890,2588.9118862402506,True,0
E3059,E3567,6057.393074413506,True,1
E4548,E1678,5923.885761847777,True,0
E2959,E2147,2282.6614249138584,False,0
E2265,E0917,5963.646326524349,False,0
E2479,E2266,312.493815643401,True,0
E4646,E2524,1712.6061233547214,True,0
E1635,E1806,5917.148224987729,False,0
E1757,E4051,1016.9583093806297,False,0
E4452,E0559,1195.8059360603554,True,0
E2070,E0628,454.45420157328084,True,0
E2849,E3066,2266.487907178758,True,0
E3251,E1911,8712.768117135973,False,0
E3730,E3762,9050.405158187701,True,0
E2489,E3551,9915.660499278332,True,0
E1631,E1808,186.97286116239604,False,0
E2816,E2386,25171.085269886942,False,0
E1015,E1895,3492.2183004314984,False,0
E1348,E3930,10307.105658213037,True,0
E4611,E1006,11775.428985681056,True,0
E3087,E0048,3612.8618296072327,False,0
E2839,E1850,262.20529575036534,False,0
E0335,E1929,4549.925352227364,False,0
E4592,E2132,2033.029700682697,False,0
E0895,E1525,1158.1893335774978,False,0
E3546,E0328,1007.5281088362593,True,0
E0851,E2657,4096.54869954538,False,0
E1687,E4529,551.724681746962,False,0
E1931,E0587,8619.884164609819,False,0
E3746,E3205,1289.2789951295222,True,0
E2427,E1598,3984.665242243268,False,0
E1568,E3851,670.287417022663,False,0
E4000,E2472,9817.338805753285,False,0
E2738,E2817,5889.6962087315005,False,0
E3498,E4607,1156.6465506457853,True,0
E3913,E1408,6289.343145135261,False,0
E1066,E1011,432.69453510868925,False,0
E4380,E4659,7396.802295788145,True,0
E2444,E4398,3370.123710353974,False,0
E4107,E4044,640.2105216514556,False,0
E3373,E1329,3997.8552720872717,False,0
E3969,E2604,1121.135094886267,True,0
E2546,E2023,5585.500928706611,False,0
E0753,E4507,6165.6284372134305,False,0
E2082,E3185,7153.113596695764,False,0
E2774,E4603,11262.81167968718,False,0
E2896,E4151,5320.177982923763,False,0
E4185,E2593,3384.097145621896,True,0
E0775,E3341,9628.476532920462,True,0
E1625,E0195,11505.135277453277,True,0
E3069,E1790,7610.647830979291,False,0
E0417,E1106,14273.610970386619,True,0
E0114,E2789,19420.56677761955,False,0
E0616,E2184,1447.1631023944203,False,0
E3974,E0538,1014.8345127396033,True,0
E3267,E4784,2976.4046395460364,False,0
E0825,E0718,28925.05143543647,False,0
E1516,E3995,463.1722485373131,True,0
E3146,E0305,6223.869909559664,True,0
E0412,E0387,9513.532704053408,False,0
E0728,E0724,28200.7224491432,False,0
E3348,E2596,4834.138295119972,False,0
E2808,E2435,2390.940720278103,False,0
E0675,E2340,910.5705931167495,False,0
E3465,E0178,20021.25872565066,False,0
E2504,E1903,12898.499526300724,False,0
E2967,E1704,8161.455960548238,False,0
E2786,E3383,14391.940058312193,False,0
E1122,E4175,313.923804694486,False,0
E4079,E4542,4991.4757477802095,False,0
E1571,E4861,1606.513466256375,False,0
E2143,E4665,7253.461832653193,False,0
E1687,E0095,503.06249590742044,True,0
E4132,E1283,1496.8840758027275,True,0
E3851,E0247,9494.008477600131,False,0
E3440,E0981,6920.42266240162,False,0
E3766,E4363,24155.35456233341,False,0
E2326,E1565,5163.89171609788,True,0
E2914,E2141,1805.3889161003503,False,0
E4968,E0735,3969.0774375371698,False,0
E3952,E3387,14409.019490003417,False,0
E0595,E2659,5274.36809062966,False,1
E0728,E0448,10664.16509029282,False,0
E1365,E1835,115.76436179970956,False,0
E4492,E4715,2306.6148862745194,False,0
E0698,E0613,13690.527597556926,False,0
E0395,E1433,200.4113502595236,False,0
E4171,E0876,3660.494960233759,False,0
E4360,E2575,2127.289589844429,False,1
E2502,E1133,5195.176680498228,True,0
E1819,E4870,885.015350276703,False,0
E0717,E0671,5296.4819117167335,False,1
E2782,E1630,24043.494090708486,True,0
E4946,E3318,1581.5305698092145,False,0
E3577,E0360,3094.169932772795,False,0
E0143,E2392,150.74583667631205,True,0
E4980,E3901,2846.236432538107,False,0
E3140,E0797,2604.3163674813545,False,0
E4491,E1783,4158.682038960727,False,0
E2938,E0066,1483.752417460357,False,1
E3636,E3034,1992.3538839903347,False,0
E3222,E2090,4706.718371442112,False,0
E1167,E2276,11955.708282962518,True,0
E2616,E3515,1340.692487217393,False,0
E1062,E0233,5657.612799345479,False,0
E2156,E1222,3710.4626529996985,True,0
E2982,E2544,552.4748315510352,False,0
E3294,E1055,4167.028818402773,True,0
E4729,E4554,6168.861751149938,True,0
E1156,E3347,4559.674818882187,True,0
E0732,E1169,551.386327264725,True,0
E4330,E4101,9639.256423337918,False,1
E4846,E0493,209.33976917080471,False,0
E0953,E3179,1345.9681122394945,True,0
E2539,E3843,4781.784840029558,False,0
E3324,E1363,1229.5835619736981,True,0
E3301,E3398,536.8055812855633,True,0
E1542,E1056,3586.3619937373774,False,0
E1191,E0142,6408.953777415687,False,0
E2993,E3315,2644.567238524146,False,0
E2681,E4831,5994.280220229944,False,0
E1217,E2773,9853.982728628293,False,0
E1540,E1884,15946.17746465109,False,0
E3236,E2264,1328.069477280484,True,0
E2386,E1924,4648.920711605638,True,0
E3719,E4045,1552.1883566723366,True,0
E1388,E2481,10236.557105838545,True,0
E1856,E1890,11049.476630255149,False,0
E1365,E3125,1944.2268222406087,True,0
E0499,E0941,5183.024241522763,False,0
E1680,E1615,10931.810509023608,False,1
E0510,E1968,3550.0796386636935,False,0
E4312,E3222,6373.239796484861,True,0
E1324,E4150,8068.623030765494,False,0
E1155,E1471,10274.56797320375,False,0
E1827,E1058,3620.1724656197193,False,0
E3141,E1006,14221.444090441651,False,0
E3486,E3190,4957.135861230019,False,0
E1810,E1220,822.7671187501131,False,0
E2923,E4661,4739.639194052256,False,0
E2214,E4866,1772.4854743284081,False,0
E4186,E1797,2326.755089148579,False,0
E0713,E4973,8273.733212037398,True,0
E3602,E2871,18124.3557502143,False,1
E4134,E0513,10195.489884323053,False,0
E3522,E1617,1971.1692081367164,False,0
E4268,E4517,3022.5580495355744,False,0
E4748,E4612,20521.291718582263,True,0
E4849,E3757,12854.341567253432,True,0
E1243,E2032,18850.21872601803,True,0
E3709,E3210,2836.252284063887,False,0
E1081,E0704,8061.291175059981,False,0
E0455,E1673,10248.142299277673,True,0
E4924,E3699,226.36438418890978,False,0
E0894,E2091,1546.8291305952996,False,0
E1384,E4953,10748.630723726847,True,0
E1958,E2848,2461.1847332866573,False,0
E3072,E4314,1632.9605800272043,False,0
E1996,E4663,1592.0226764230083,False,0
E4285,E1777,2353.258986585737,False,0
E0504,E4353,1398.3236174568835,False,0
E1214,E0892,100.0,False,0
E1531,E0971,947.3058006693212,False,1
E3440,E0102,10709.779562547283,False,0
E0823,E1107,393.31486860070765,False,0
E0928,E3246,2663.6696733238864,True,1
E0133,E3712,3048.516126145457,False,0
E2105,E3417,7528.858341549012,False,0
E3627,E4151,1455.7067609450241,False,0
E4780,E3659,1852.7233439668441,True,0
E1852,E4926,100.0,True,0
E4910,E0919,11656.49793205555,True,0
E4175,E4552,5784.761331818165,False,0
E2933,E4227,1524.793818637072,False,0
E3284,E4588,10924.674625781705,False,0
E4298,E2157,452.8054877802109,True,0
E2811,E0581,2297.460585933946,False,0
E1250,E0795,4145.95187898113,False,0
E3512,E3197,3521.15862644737,False,0
E1256,E1883,5319.7146056955535,False,0
E3376,E3367,1766.2258938027676,False,0
E3486,E0809,7090.813271496258,False,0
E3584,E2933,2599.72020589118,False,0
E1396,E3268,669.3555012672657,False,0
E3637,E4868,6743.09435856158,False,0
E3330,E2984,12148.853673505324,True,0
E2703,E0572,2266.1217795433367,False,0
E0470,E1206,4453.758532132904,False,0
E1353,E4904,5820.949196193657,False,0
E2783,E4974,8904.79568346123,False,0
E2831,E3080,1103.1928774939736,False,0
E0357,E2460,4219.598715957668,False,0
E3019,E1741,6742.361552040062,False,0
E0667,E4005,1110.2593226901274,False,0
E4468,E4925,3197.856447823026,False,0
E1145,E2613,3121.4844218910193,False,0
E4185,E1715,9142.488306324778,True,0
E3719,E1569,7509.792226876471,False,1
E2745,E0676,1319.3492060169224,True,1
E0539,E1833,1326.033875226722,False,0
E2779,E2513,6425.085181014218,True,0
E4964,E0800,6727.921507172427,False,0
E4136,E1141,985.551094326794,False,0
E4835,E3052,2648.1770387751358,False,0
E3775,E2031,8736.919815286994,False,0
E2508,E1508,413.760415303681,False,0
E2779,E1110,2341.1824600469436,False,0
E0924,E4329,5171.727283806175,False,0
E2956,E0912,7372.061762259088,True,0
E1581,E1055,5287.225369066264,True,0
E3324,E4189,2533.510461230714,False,0
E4485,E1750,24111.09718412333,True,0
E0255,E3171,212.0973825170695,False,0
E4804,E4153,3413.567632100015,False,0
E1838,E3012,3567.310858279701,True,0
E1944,E3428,1370.8105606132858,True,0
E0009,E3562,4090.2358005255496,False,0
E2871,E0356,1242.6748047283995,True,0
E0797,E4391,2929.6505442887224,True,0
E4972,E4620,2824.9509157140533,False,0
E1015,E1617,7416.722105406333,False,0
E1824,E1623,14287.848118192183,False,0
E4469,E1665,1133.5197706712192,False,0
E3136,E3199,23848.621123853125,False,0
E2193,E4496,14093.495048580073,False,0
E0223,E1595,597.5969621798538,False,0
E4948,E1989,12172.933176828055,False,0
E4158,E2786,4157.197208211125,False,0
E3925,E0528,10558.022646977792,False,0
E4784,E2604,14560.193504228831,False,0
E4000,E3195,9791.687332940359,False,0
E1633,E2407,2578.165696475576,False,0
E2152,E0063,5063.4464289201505,False,0
E0510,E3960,3125.2965701000862,True,0
E0384,E2812,2282.065304767297,False,0
E0404,E2821,1443.1455853945602,False,0
E4613,E4027,2912.5743054378872,True,0
E4571,E0101,8198.762075998631,False,0
E2000,E3348,9290.223818068444,True,1
E2756,E3298,15851.085380926006,False,0
E1668,E3094,1716.7960545113074,False,0
E1460,E2891,5254.792498270938,False,0
E3636,E3135,5917.240230606038,False,0
E2724,E1180,1061.836212045356,False,0
E4809,E2886,2285.4916138691297,True,0
E4178,E2728,2094.703918210681,False,0
E2048,E2692,21311.447898873816,True,0
E4146,E0398,15895.699674318115,True,0
E4780,E0404,8623.343223088588,False,0
E0716,E2873,3201.2174930220162,False,0
E4544,E3268,1533.1136906699887,False,0
E4976,E2694,12382.564430200953,True,0
E4583,E2082,1560.171662421594,False,0
E1823,E2467,3690.1267236136905,True,0
E2081,E4472,1405.6679536981117,False,0
E3419,E4315,17746.960377551462,False,0
E1574,E1921,213.29344338218783,False,1
E0249,E3959,957.9205196642258,False,0
E0673,E1540,7241.896577370503,False,0
E4533,E2389,821.1035705151913,True,0
E2165,E4848,19400.089307357473,False,0
E0770,E2463,1938.2657957252522,False,0
E3962,E3368,12544.736218524506,True,0
E4363,E2985,5427.665495669757,True,1
E1984,E0679,5027.215029960348,False,0
E1077,E0747,12347.477009324566,False,0
E0235,E2853,3600.3244898912035,False,0
E0388,E1321,2560.6159168957734,True,0
E3037,E3748,1227.0912239613353,False,1
E4858,E4150,780.5574728205169,False,0
E1848,E4789,7845.531738045874,True,0
E4719,E0533,684.4756486512222,False,0
E2814,E1818,2504.521287146687,False,1
E3374,E4200,2631.531074421335,False,0
E3278,E2341,5460.657348370558,False,0
E1252,E2422,1632.2150397921432,False,0
E3981,E4545,9107.865710414651,False,0
E4673,E1468,1162.7138807876756,False,0
E2122,E4907,7783.0095977423925,False,1
E4530,E4485,9477.578842362775,True,0
E2150,E1235,1073.277387271976,False,0
E4859,E2714,8288.306829276862,True,0
E1329,E1708,6254.276539743942,True,0
E1358,E1145,10372.385629330429,False,0
E2482,E1475,3566.4261558340127,False,0
E4542,E3923,1331.9290012308215,True,0
E2017,E2921,12154.350601115122,True,0
E1331,E1855,7804.277347004128,False,0
E4344,E3224,106.04347341115157,False,0
E4261,E3964,14018.423036605996,False,0
E1358,E3379,14833.320254195974,True,0
