entity_id,degree,small_tx_count,avg_amount,amount_variance,amount_skewness,high_value_ratio,clustering_coeff,tx_freq_variance,tx_velocity,burstiness,temporal_concentration,kyc_risk_score,dormancy_period,cross_border_amount,in_degree,tx_frequency,directionality_ratio,round_trip_count,ml_flag_score,is_anomaly,anomaly_score,predicted_anomaly
E0166,30,0.0,46297.95271371915,2860540735.286136,2.830392809455561,0.1,0.0,22.9247311827957,1.0714285676020407,830.6781609195405,0.0,0.17613985,341.0,707501.5357542962,150.0,150.0,0.5,0.0,0.0,0,3.3701718,0
E0240,19,0.0,42724.74717963961,1893546715.2457042,1.6519383084402322,0.10526315789473684,0.0,11.9247311827957,0.7307692279585799,783.2163742690058,0.0,0.22168376,197.0,0.0,95.0,95.0,0.5,0.0,0.0,0,6.4258046,0
E0371,9,0.0,44869.68831538011,2189614315.4580336,0.8026467866664789,0.2222222222222222,0.0,1.924731182795699,0.3333333320987654,1279.4444444444443,0.0,0.23279305,161.0,0.0,45.0,45.0,0.5,0.0,0.0,0,2.7394063,0
E0398,7,0.0,69882.36323614563,1779069253.9646797,0.11166446944930349,0.2857142857142857,0.0,0.07526881720430101,0.3181818167355372,931.4285714285716,0.0,0.270863,171.0,465450.86670099664,35.0,35.0,0.5,0.0,0.0,0,0.9381682,0
E0549,5,1.0,36124.302974574835,941746840.2931389,0.4893921081959586,0.0,0.0,2.075268817204301,0.2941176453287197,568.0,0.0,0.1771143,168.0,500.0,25.0,25.0,0.5,0.0,0.0,0,0.40281436,0
E0707,4,0.0,58230.49593406264,1881912096.3604376,-0.12807736764613295,0.25,0.0,3.075268817204301,0.21052631468144042,635.8333333333334,0.0,0.19589782,176.0,23415.840589269315,20.0,20.0,0.5,0.0,0.0,0,0.36106482,0
E0194,23,1.0,48878.41757699319,1191555966.1863546,0.768542310768737,0.08695652173913043,0.0,15.9247311827957,0.7931034455410225,807.8656126482211,0.0,0.15698774,353.0,174171.82022385305,115.0,115.0,0.5,0.0,0.0,0,2.932252,0
E0255,19,0.0,66108.44361834992,2746837370.195057,0.5032534328000579,0.2631578947368421,0.0,11.9247311827957,0.6785714261479592,941.637426900585,0.0,0.0067647663,244.0,251570.43610597143,95.0,95.0,0.5,0.0,0.0,0,6.2185707,0
E0483,6,0.0,72864.82499297144,5445500777.602678,0.397070195017162,0.3333333333333333,0.0,1.075268817204301,0.23999999904,851.0,0.0,0.12470379,184.0,0.0,30.0,30.0,0.5,0.0,0.0,0,0.30749923,0
E0168,24,1.0,50467.1981381116,1251174056.596115,0.5122942958862832,0.08333333333333333,0.0,16.9247311827957,0.8571428540816326,891.286231884058,0.0,0.2489006,300.0,485706.5959491238,120.0,120.0,0.5,0.0,0.0,0,7.356513,0
E0919,10,0.0,41890.51500440868,3622767294.8404226,2.204375656734145,0.1,0.0,2.924731182795699,0.38461538313609467,766.6666666666667,0.0,0.17601946,184.0,0.0,50.0,50.0,0.5,0.0,0.0,0,2.362704,0
E0522,6,0.0,65207.96933033784,8162245333.194797,1.229261381341075,0.16666666666666666,0.0,1.075268817204301,0.3157894720221607,624.0,0.0,0.036233857,313.0,0.0,30.0,30.0,0.5,0.0,0.0,0,2.0161572,0
E0325,15,0.0,34129.278300232014,857571734.5589163,0.9950559775254072,0.06666666666666667,0.0,7.924731182795699,0.5357142838010204,721.4285714285713,0.0,0.24508731,172.0,259335.58106751004,75.0,75.0,0.5,0.0,0.0,0,4.81334,0
E0963,3,0.0,58611.096588885295,685984791.888941,0.07894876061935308,0.0,0.0,4.075268817204301,0.19999999866666668,630.0,0.0,0.0025707632,313.0,0.0,15.0,15.0,0.5,0.0,0.0,0,9.061596,0
E0200,6,0.0,98943.61504193842,7113239846.688901,0.41377970187416174,0.5,0.0,1.075268817204301,0.2307692298816568,857.6666666666664,0.0,0.2663173,65.0,0.0,30.0,30.0,0.5,0.0,0.0,0,0.8883378,0
E0222,8,0.0,48896.70107045403,777273904.8645028,0.9578277352838901,0.125,0.0,0.924731182795699,0.2758620680142687,1691.4285714285713,0.0,0.2183119,67.0,0.0,40.0,40.0,0.5,0.0,0.0,0,1.9302251,0
E0257,31,2.0,54781.677689892924,2527552119.97856,0.8768615140114433,0.1935483870967742,0.0,23.9247311827957,1.1071428531887755,876.0,0.0,0.015721707,350.0,1975238.1848103856,155.0,155.0,0.5,0.0,0.0,0,20.048805,1
E1523,13,0.0,63112.586100331966,2755273586.9578576,1.1233037073833863,0.15384615384615385,0.0,5.924731182795699,0.46428571262755103,1030.2564102564104,0.0,0.118606955,247.0,0.0,65.0,65.0,0.5,0.0,0.0,0,1.1946834,0
E0806,10,0.0,200476.47689164238,39937463704.47224,0.0,0.5,0.0,2.924731182795699,4.999999750000013,6.222222222222223,1.0,0.31060526,5.0,4172852.435006757,50.0,50.0,0.5,0.0,0.0,0,7.434347,0
E0103,30,0.0,46850.97063989219,3721968275.8204937,2.391840556846999,0.1,0.0,22.9247311827957,1.0714285676020407,733.206896551724,0.0,0.017766992,78.0,1411185.9665265104,150.0,150.0,0.5,0.0,0.0,0,13.12209,1
E0461,10,1.0,32064.0449651059,612809848.0503534,0.34784418794218763,0.0,0.0,2.924731182795699,0.5263157867036011,406.66666666666663,0.0,0.17818218,18.0,74757.38854619258,50.0,50.0,0.5,0.0,0.0,0,2.144236,0
E0579,18,0.0,41610.87389216248,1838818053.7093182,1.2673873212725555,0.16666666666666666,0.0,10.9247311827957,0.749999996875,665.2614379084969,0.0,0.09704633,276.0,77282.84470415866,90.0,90.0,0.5,0.0,0.0,0,0.29000697,0
E1629,5,0.0,63027.74843656925,2505088607.7319155,-0.019886148265713832,0.4,0.0,2.075268817204301,0.2272727262396694,731.9999999999999,0.0,0.23699243,192.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.60849655,0
E1303,6,1.0,64240.34303662857,6647753152.100848,0.661512860419621,0.3333333333333333,0.0,1.075268817204301,0.2999999985,645.6666666666667,0.0,0.06523429,32.0,0.0,30.0,30.0,0.5,0.0,0.0,0,0.28211775,0
E1494,9,1.0,70364.4018681556,5142539087.011549,0.6894695984377452,0.3333333333333333,0.0,1.924731182795699,0.40909090723140495,720.2777777777777,0.0,0.042271182,251.0,177401.20179464587,45.0,45.0,0.5,0.0,0.0,0,1.1821177,0
E1258,3,0.0,27262.445033422355,482539074.868032,0.2596894902749243,0.0,0.0,4.075268817204301,0.4999999916666668,90.0,0.0,0.09473869,229.0,0.0,15.0,15.0,0.5,0.0,0.0,0,0.48786223,0
E0666,11,0.0,40515.02664918223,716084229.9127944,0.1265256014215615,0.0,0.0,3.924731182795699,0.4583333314236111,768.909090909091,0.0,0.28150848,52.0,239063.14504044014,55.0,55.0,0.5,0.0,0.0,0,3.632516,0
E1279,7,0.0,58587.819605411205,845414483.960991,-0.22311554330571587,0.0,0.0,0.07526881720430101,0.2592592582990398,961.4285714285716,0.0,0.1715545,130.0,642040.2662785235,35.0,35.0,0.5,0.0,0.0,0,1.1308022,0
E0987,7,0.0,57398.981905190616,2200036923.403256,0.20846485103703957,0.14285714285714285,0.0,0.07526881720430101,0.3181818167355372,886.190476190476,0.0,0.26256293,2.0,464114.2571035933,35.0,35.0,0.5,0.0,0.0,0,0.98338926,0
E0836,4,0.0,63910.98293948683,4489919488.140565,0.6387296571066146,0.25,0.0,3.075268817204301,0.1666666659722222,1236.6666666666667,0.0,0.033478178,32.0,0.0,20.0,20.0,0.5,0.0,0.0,0,3.3828094,0
E0818,6,0.0,115193.69202086632,8863341026.887737,0.6152964170082188,0.5,0.0,1.075268817204301,0.23999999904,1005.6666666666667,0.0,0.0065216515,139.0,671222.1571912151,30.0,30.0,0.5,0.0,0.0,0,7.889913,0
E0179,17,0.0,42893.641816453615,1754127710.578353,1.0518908225874601,0.11764705882352941,0.0,9.9247311827957,0.629629627297668,667.5,0.0,0.019360766,169.0,51926.05316809947,85.0,85.0,0.5,0.0,0.0,0,3.5399425,0
E1451,5,1.0,44809.442549362655,2135895083.0307214,0.20092885535869953,0.2,0.0,2.075268817204301,0.2272727262396694,1060.0,0.0,0.123598196,184.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.14764164,0
E1296,3,0.0,108238.63162273284,11509217968.12371,0.24880970436671918,0.3333333333333333,0.0,4.075268817204301,0.21428571275510205,490.0,0.0,0.042579964,44.0,1134840.7770154208,15.0,15.0,0.5,0.0,0.0,0,8.550713,0
E1489,8,0.0,50980.69775101365,1295315646.6583133,0.43968892767071577,0.125,0.0,0.924731182795699,0.28571428469387755,855.5357142857143,0.0,0.15064861,57.0,103225.78698005507,40.0,40.0,0.5,0.0,0.0,0,1.2460545,0
E2021,7,1.0,56431.20414917615,5828686550.089244,1.064494783884853,0.14285714285714285,0.0,0.07526881720430101,0.8749999890625002,101.42857142857144,0.0,0.10411411,268.0,0.0,35.0,35.0,0.5,0.0,0.0,0,0.3045402,0
E1773,5,0.0,51655.66490414636,1679520673.5271883,0.8718206272677448,0.2,0.0,2.075268817204301,0.24999999874999998,730.0,0.0,0.09708874,26.0,161632.69460619337,25.0,25.0,0.5,0.0,0.0,0,0.06756812,0
E1103,2,0.0,8041.234307614297,5701012.4754635915,2.802412690603873e-16,0.0,0.0,5.075268817204301,0.24999999687500005,320.0,0.0,0.106753774,60.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.82667446,0
E0130,7,0.0,51626.84218845966,384931621.3093831,0.29149003331932666,0.0,0.0,0.07526881720430101,0.27999999888,698.0952380952381,0.0,0.013526657,3.0,1013347.4955026228,35.0,35.0,0.5,0.0,0.0,0,8.955125,0
E2193,6,0.0,140243.66010294485,42128299219.86494,0.5379143536399188,0.3333333333333333,0.0,1.075268817204301,5.99999940000006,3.0,1.0,0.45242417,55.0,2103654.901544173,30.0,30.0,0.5,0.0,0.0,0,4.082564,0
E0876,12,1.0,61257.022248517394,5684841458.487213,1.5456810648147392,0.25,0.0,4.924731182795699,0.4615384597633136,749.9242424242424,0.0,0.030622477,283.0,200035.41463401576,60.0,60.0,0.5,0.0,0.0,0,2.1508722,0
E1143,10,0.0,56886.52252237396,6073280150.767526,1.570691839161319,0.2,0.0,2.924731182795699,0.5882352906574394,246.22222222222223,0.0,0.22050697,86.0,0.0,50.0,50.0,0.5,0.0,0.0,0,2.8646803,0
E2517,4,1.0,20299.12896880804,1033335122.6103672,0.7107597696331154,0.0,0.0,3.075268817204301,0.2666666648888889,420.0,0.0,0.043594938,235.0,0.0,20.0,20.0,0.5,0.0,0.0,0,2.3621495,0
E0345,13,0.0,46416.26882828593,867374235.654417,0.6901791761375075,0.0,0.0,5.924731182795699,0.4814814796982167,940.2564102564104,0.0,0.12581635,159.0,877141.5397523541,65.0,65.0,0.5,0.0,0.0,0,1.8067362,0
E1359,4,0.0,47730.57268408145,723682594.0083599,-0.29269785341237287,0.0,0.0,3.075268817204301,0.3999999960000001,222.5,0.0,0.10573078,144.0,0.0,20.0,20.0,0.5,0.0,0.0,0,0.13161758,0
E1131,16,0.0,64431.31245984745,2031103166.5728297,0.6835141754933246,0.1875,0.0,8.9247311827957,0.5925925903978052,762.2916666666667,0.0,0.26395562,263.0,1343074.3035281075,80.0,80.0,0.5,0.0,0.0,0,3.3916423,0
E2729,3,0.0,83215.87758213172,4828212552.686025,0.15162712531346037,0.3333333333333333,0.0,4.075268817204301,0.19999999866666668,570.0,0.0,0.28475115,34.0,0.0,15.0,15.0,0.5,0.0,0.0,0,0.50120866,0
E0359,7,0.0,70906.3367160291,3596054971.347408,0.3095387572864978,0.2857142857142857,0.0,0.07526881720430101,0.24137930951248512,1311.4285714285713,0.0,0.29979488,324.0,0.0,35.0,35.0,0.5,0.0,0.0,0,1.3471955,0
E0279,10,0.0,59205.59996449187,605666864.837805,0.16624213673044383,0.0,0.0,2.924731182795699,0.41666666493055554,722.2222222222223,0.0,0.08626501,38.0,786808.1144241518,50.0,50.0,0.5,0.0,0.0,0,1.8278888,0
E2327,3,0.0,36589.847949650786,1686975052.032939,0.3268778121812027,0.0,0.0,4.075268817204301,0.14285714217687073,1110.0,0.0,0.05125806,228.0,0.0,15.0,15.0,0.5,0.0,0.0,0,2.4197452,0
E2118,8,1.0,68860.09983603057,3840832979.46041,0.5515215234677208,0.25,0.0,0.924731182795699,0.28571428469387755,672.6785714285713,0.0,0.011381494,93.0,0.0,40.0,40.0,0.5,0.0,0.0,0,4.333936,0
E1089,4,0.0,87766.43444535114,5517320412.152648,0.11733614232115087,0.5,0.0,3.075268817204301,0.22222222098765432,620.0,0.0,0.053850077,11.0,0.0,20.0,20.0,0.5,0.0,0.0,0,1.5560331,0
E2052,2,0.0,22787.13844273401,625950845.4412318,0.0,0.0,0.0,5.075268817204301,0.0833333329861111,2880.0,0.0,0.016199788,318.0,0.0,10.0,10.0,0.5,0.0,0.0,0,7.8563356,0
E1716,3,0.0,63919.469322427205,2091400313.4362178,0.13860306871755015,0.3333333333333333,0.0,4.075268817204301,0.11999999952,1930.0,0.0,0.2944737,50.0,0.0,15.0,15.0,0.5,0.0,0.0,0,0.54279095,0
E1064,8,0.0,65777.33893519251,5503199091.442603,0.884407262424975,0.25,0.0,0.924731182795699,0.28571428469387755,1045.0,0.0,0.26797998,49.0,258862.14220905004,40.0,40.0,0.5,0.0,0.0,0,1.5470909,0
E2807,1,0.0,20766.865812818956,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.021503814,223.0,0.0,5.0,5.0,0.5,0.0,0.0,0,2.6215963,0
E2530,3,0.0,86802.961496361,12087154712.120651,0.3843748606441467,0.3333333333333333,0.0,4.075268817204301,0.42857142244897967,163.33333333333337,0.0,0.0055371677,202.0,0.0,15.0,15.0,0.5,0.0,0.0,0,8.504274,0
E0646,2,0.0,45831.81454338577,792816570.152338,1.9685818624459738e-16,0.0,0.0,5.075268817204301,0.9999999500000026,20.0,1.0,0.25066945,175.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.79224163,0
E2107,2,0.0,43953.94090067946,1654108763.750922,0.0,0.0,0.0,5.075268817204301,0.11111111049382716,1620.0,0.0,0.12674363,262.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.5916951,0
E1879,5,0.0,31431.4398698871,711881817.3877578,0.9042253555110659,0.0,0.0,2.075268817204301,0.2173913034026465,1333.0,0.0,0.28963268,245.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.48976275,0
E0419,7,0.0,61868.93484083602,865697477.5610081,0.24307722599705145,0.0,0.0,0.07526881720430101,0.29166666545138886,624.7619047619047,0.0,0.24300534,194.0,495818.23894562235,35.0,35.0,0.5,0.0,0.0,0,1.0836318,0
E1017,3,0.0,42042.30948001053,2903473410.3175464,0.36238920968208366,0.3333333333333333,0.0,4.075268817204301,0.19999999866666668,583.3333333333334,0.0,0.06705835,52.0,0.0,15.0,15.0,0.5,0.0,0.0,0,1.4036627,0
E1330,13,0.0,58103.933279763405,2332223696.8769517,0.5545603010978194,0.15384615384615385,0.0,5.924731182795699,0.4814814796982167,791.025641025641,0.0,0.11819625,195.0,488012.5693415968,65.0,65.0,0.5,0.0,0.0,0,0.7978392,0
E2023,6,0.0,36211.44307236566,171657044.8273922,-0.2323600085104699,0.0,0.0,1.075268817204301,0.2307692298816568,992.0,0.0,0.0050764033,22.0,0.0,30.0,30.0,0.5,0.0,0.0,0,5.954192,0
E2743,4,1.0,32290.479913300653,900954071.0181574,0.21608289699626285,0.0,0.0,3.075268817204301,0.22222222098765432,580.0,0.0,0.2493109,53.0,0.0,20.0,20.0,0.5,0.0,0.0,0,0.42623043,0
E0446,7,0.0,77731.50957305555,12803849221.08275,1.6198477414681172,0.14285714285714285,0.0,0.07526881720430101,3.499999825000009,5.714285714285715,1.0,0.45027474,299.0,2545786.4266677694,35.0,35.0,0.5,0.0,0.14285714285714285,1,4.6798997,0
E1500,3,0.0,39195.892502298404,1163152334.3886328,0.08907740207252386,0.0,0.0,4.075268817204301,0.23076922899408286,443.33333333333337,0.0,0.0052291634,121.0,0.0,15.0,15.0,0.5,0.0,0.0,0,8.561208,0
E1403,6,0.0,71503.44994108674,642622946.9693348,0.2097403055527102,0.16666666666666666,0.0,1.075268817204301,0.2307692298816568,1043.0,0.0,0.2764301,35.0,0.0,30.0,30.0,0.5,0.0,0.0,0,0.8596601,0
E0403,7,0.0,54119.246834556354,1127166464.2220185,1.5057087142856362,0.14285714285714285,0.0,0.07526881720430101,0.3181818167355372,728.0952380952381,0.0,0.19320793,191.0,410976.6578030151,35.0,35.0,0.5,0.0,0.0,0,0.93451136,0
E1411,5,0.0,82607.29953847307,7932646762.140432,0.6208765821712817,0.4,0.0,2.075268817204301,0.2173913034026465,817.0,0.0,0.12813976,96.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.20654929,0
E2267,4,0.0,71069.83808721996,715357255.6415819,-0.32840267237429815,0.0,0.0,3.075268817204301,0.19999999899999998,769.1666666666667,0.0,0.12440944,145.0,485481.70100314805,20.0,20.0,0.5,0.0,0.0,0,0.7768174,0
E2782,2,0.0,25064.65167835149,175643506.40464792,0.0,0.0,0.0,5.075268817204301,0.13333333244444445,1125.0,0.0,0.15535359,44.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.6825528,0
E2543,2,0.0,25858.645532669296,816708379.1392298,1.0460189081849925e-16,0.0,0.0,5.075268817204301,0.2857142816326531,245.0,0.0,0.013517874,165.0,0.0,10.0,10.0,0.5,0.0,0.0,0,8.316953,0
E2963,2,0.0,43864.529552314074,91003708.26204947,0.0,0.0,0.0,5.075268817204301,0.33333332777777785,180.0,0.0,0.052409805,256.0,253050.17884932744,10.0,10.0,0.5,0.0,0.0,0,3.520462,0
E3842,3,0.0,57717.237768619125,478444040.7811948,-0.38419417984685317,0.0,0.0,4.075268817204301,0.2727272702479339,343.33333333333326,0.0,0.067891285,145.0,353924.50913107087,15.0,15.0,0.5,0.0,0.0,0,1.8474276,0
E4191,1,0.0,58028.3681893566,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.17296919,108.0,0.0,5.0,5.0,0.5,0.0,0.0,0,0.55656403,0
E2697,1,0.0,32900.921904497816,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.08817682,230.0,0.0,5.0,5.0,0.5,0.0,0.0,0,0.20219651,0
E1533,5,0.0,58144.56037415164,770568029.5458544,0.45964879530253583,0.0,0.0,2.075268817204301,0.312499998046875,515.0,0.0,0.2793058,250.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.511043,0
E0511,8,1.0,59975.833153808344,8049000537.221846,1.6042844788746589,0.125,0.0,0.924731182795699,0.31999999872,1091.25,0.0,0.19971463,153.0,0.0,40.0,40.0,0.5,0.0,0.0,0,1.6868255,0
E3326,1,0.0,4606.868125632694,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.03059051,109.0,0.0,5.0,5.0,0.5,0.0,0.0,0,1.8288678,0
E3279,4,0.0,34842.39990243368,630439134.7450303,0.04604519514242186,0.0,0.0,3.075268817204301,0.30769230532544384,336.66666666666663,0.0,0.10429052,88.0,0.0,20.0,20.0,0.5,0.0,0.0,0,0.13763991,0
E2780,2,0.0,32581.88664510908,435410487.6832528,-1.3435744234075136e-16,0.0,0.0,5.075268817204301,0.11111111049382716,1620.0,0.0,0.2265242,76.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.58776206,0
E2328,2,0.0,47056.239414536045,429761667.6978421,2.466272424307585e-16,0.0,0.0,5.075268817204301,0.1428571418367347,980.0,0.0,0.0933362,194.0,0.0,10.0,10.0,0.5,0.0,0.0,0,1.0595831,0
E4001,2,0.0,71904.83558666352,1807824887.234272,0.0,0.5,0.0,5.075268817204301,0.19999999800000004,500.0,0.0,0.0014917456,245.0,509849.86133581673,10.0,10.0,0.5,0.0,0.0,0,11.848466,1
E1808,4,1.0,18000.0836698857,267962159.02959,-0.05942230603242315,0.0,0.0,3.075268817204301,0.3999999960000001,226.66666666666669,0.0,0.0036187554,142.0,0.0,20.0,20.0,0.5,0.0,0.0,0,7.7390976,0
E4266,1,0.0,73887.06110685313,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.115074374,63.0,0.0,5.0,5.0,0.5,0.0,0.0,0,0.6341198,0
E0512,4,0.0,60154.59998906362,701142101.0590137,0.16463136110159343,0.0,0.0,3.075268817204301,0.24999999843749998,486.66666666666663,0.0,0.06412208,363.0,0.0,20.0,20.0,0.5,0.0,0.0,0,0.9783008,0
E1552,5,0.0,79313.85275134118,7141194602.662405,0.6839313620498958,0.4,0.0,2.075268817204301,0.17857142793367348,1135.0,0.0,0.22662933,90.0,0.0,25.0,25.0,0.5,0.0,0.0,0,0.64819175,0
E1032,12,0.0,54516.01057730894,1987093058.6166358,0.32322496868629136,0.25,0.0,4.924731182795699,0.4444444427983539,706.3636363636364,0.0,0.08057975,325.0,0.0,60.0,60.0,0.5,0.0,0.0,0,0.23142494,0
E0208,11,1.0,74790.65012302888,6391689691.716716,0.9486828338568962,0.36363636363636365,0.0,3.924731182795699,0.4999999977272727,600.7272727272727,0.0,0.12572633,120.0,47143.61334675168,55.0,55.0,0.5,0.0,0.0,0,1.3021924,0
E1738,3,1.0,5705.850450465167,73724751.04137059,0.37458777949069383,0.0,0.0,4.075268817204301,0.1153846149408284,1703.333333333333,0.0,0.23914653,306.0,0.0,15.0,15.0,0.5,0.0,0.0,0,0.41431022,0
E0933,7,0.0,37787.643564805214,714544293.7235142,0.45169867759162796,0.0,0.0,0.07526881720430101,0.24999999910714285,1494.7619047619046,0.0,0.25024056,317.0,291716.73916411906,35.0,35.0,0.5,0.0,0.0,0,1.1077818,0
E1475,6,0.0,65331.84040691463,2147405741.6005135,-0.2034926334038216,0.16666666666666666,0.0,1.075268817204301,0.24999999895833333,640.0,0.0,0.03281998,251.0,0.0,30.0,30.0,0.5,0.0,0.0,0,2.3292308,0
E1246,6,1.0,44872.5045225291,2698840522.7463503,0.44668203155023345,0.3333333333333333,0.0,1.075268817204301,0.2608695640831758,941.6666666666665,0.0,0.1344684,354.0,531985.791369134,30.0,30.0,0.5,0.0,0.0,0,0.8037902,0
E1519,4,0.0,48300.454276481876,1233062747.3537774,0.00924823482128158,0.0,0.0,3.075268817204301,0.36363636033057856,233.33333333333331,0.0,0.12856938,243.0,430514.3973418254,20.0,20.0,0.5,0.0,0.0,0,0.651156,0
E1580,2,0.0,27122.9955019146,170102550.9404407,-2.20091772431692e-16,0.0,0.0,5.075268817204301,0.4999999875000003,80.0,0.0,0.2606854,124.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.881772,0
E2071,2,0.0,53217.4239103572,9032033.844598226,0.0,0.0,0.0,5.075268817204301,0.9999999500000026,20.0,1.0,0.04920922,233.0,0.0,10.0,10.0,0.5,0.0,0.0,0,3.4951704,0
E1413,1,0.0,141084.3976030059,0.0,0.0,1.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.29835773,172.0,0.0,5.0,5.0,0.5,0.0,0.0,0,1.3534998,0
E2926,1,0.0,128568.50019947042,0.0,0.0,1.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.034920856,132.0,0.0,5.0,5.0,0.5,0.0,0.0,0,1.5097969,0
E1678,4,0.0,52372.37376925352,2292937176.276253,-0.040923705174203025,0.0,0.0,3.075268817204301,0.4999999937500001,136.66666666666666,0.0,0.22448304,306.0,464250.4091794938,20.0,20.0,0.5,0.0,0.0,0,0.78031915,0
E1702,1,1.0,223.94757368382014,0.0,0.0,0.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.110139854,170.0,0.0,5.0,5.0,0.5,0.0,0.0,0,0.5457701,0
E2400,1,0.0,105344.90552537832,0.0,0.0,1.0,0.0,6.075268817204301,10000000.0,0.0,1.0,0.119162194,338.0,0.0,5.0,5.0,0.5,0.0,0.0,0,0.70323294,0
E3002,2,0.0,52200.17460713135,357983716.52528363,0.0,0.0,0.0,5.075268817204301,0.39999999200000014,125.0,0.0,0.12822685,280.0,0.0,10.0,10.0,0.5,0.0,0.0,0,0.581992,0
E0245,6,0.0,58831.28361799179,1070429770.7802166,-0.31057110523255327,0.16666666666666666,0.0,1.075268817204301,0.28571428435374147,707.0,0.0,0.20568092,17.0,0.0,30.0,30.0,0.5,0.0,0.0,0,1.0510672,0
